full_name;color;memory_volume;price_use;price_action;pic_links;product_code;review_count;series;display_size;resolution;specifications
Мобільний телефон Apple iPhone 15 128GB Black (MTP03);чорний;128 Gb;35 499;;https://brain.com.ua/static/images/prod_img/8/9/U0854689_1739047983.jpg, https://brain.com.ua/static/images/prod_img/8/9/U0854689_2_1739047984.jpg, https://brain.com.ua/static/images/prod_img/8/9/U0854689_3_1739047986.jpg;U0854689;0;iPhone 15 128GB Black;"6.1""";1179 х 2556;"{
    ""Основні характеристики"": {
        ""Форм-фактор"": ""моноблок"",
        ""Кількість SIM-карт"": ""1 SIM + e-sim"",
        ""Формат SIM-карти"": ""e-sim,                                 Nano"",
        ""Покоління зв'язку (2G /3G/4G/5G)"": ""2G""
    },
    ""Дисплей"": {
        ""Тип дисплея"": ""OLED"",
        ""Діагональ екрану"": ""6.1\"""",
        ""Роздільна здатність екрану"": ""1179 х 2556"",
        ""Частота оновлення екрану"": ""60 Гц""
    },
    ""Процесор"": {
        ""Процесор"": ""Apple A16 Bionic"",
        ""Кількість ядер"": ""6 core""
    },
    ""Функції пам'яті"": {
        ""Вбудована пам'ять"": ""128 Gb""
    },
    ""Камера"": {
        ""Кількість модулів основної камери"": ""2"",
        ""Основна камера"": ""48 + 12 Mpx"",
        ""Діафрагма основної камери"": ""f/1.6 + f/2.4"",
        ""Метод стабілізації"": ""оптична"",
        ""Запис відео основної камери"": ""4K / 3840x2160 / стереозвук"",
        ""Кількість модулів фронтальної камери"": ""1"",
        ""Фронтальна камера"": ""12 Mpx"",
        ""Діафрагма фронтальної камери"": ""f/1.9"",
        ""Функції камери"": ""панорама,                                 розпізнавання обличчя,                                 геотегінг,                                 спалах,                                 автофокус""
    },
    ""Програмне забезпечення"": {
        ""Операційна система"": ""iOS 17"",
        ""Мультимедіа"": ""FM-радіо,                                 мобільні сервіси Google,                                 соціальні мережі,                                 відеоплеєр,                                 музичний плеєр,                                 ігри"",
        ""Органайзер"": ""калькулятор,                                 телефонна книга,                                 диктофон,                                 секундомір,                                 нотатки,                                 будильник,                                 світовий час,                                 годинник,                                 календар""
    },
    ""Бездротові технології"": {
        ""Бездротові підключення"": ""Bluetooth"",
        ""Навігація"": ""BeiDou""
    },
    ""Інтерфейси"": {
        ""Інтерфейси і підключення"": ""USB Type-C""
    },
    ""Додатково"": {
        ""Особливості"": ""IP68 certified"",
        ""Вбудовані датчики"": ""датчик освітлення,                                 компас,                                 акселерометр,                                 датчик наближення,                                 гіроскоп,                                 барометр"",
        ""Безпека"": ""FaceID"",
        ""Оснащення"": ""пило/вологозахист""
    },
    ""Фізичні характеристики"": {
        ""Розміри (мм)"": ""147.6 x 71.6 x 7.80 мм"",
        ""Вага"": ""171 г"",
        ""Колір"": ""чорний"",
        ""Особливості корпусу"": ""водонепроникні""
    },
    ""Інші"": {
        ""Виробник"": ""Apple"",
        ""Модель"": ""iPhone 15 128GB Black"",
        ""Артикул"": ""MTP03"",
        ""Гарантія, міс"": ""12"",
        ""Штрихкод"": ""195949036019"",
        ""Примітка"": ""Виробник може змінювати властивості, характеристики, зовнішній вигляд і комплектацію товарів без попередження""
    }
}"
